"drawNumber","drawDate","nextDrawDate","ball1","ball2","ball3","ball4","ball5","div1Winners","div1Payout","div2Winners","div2Payout","div3Winners","div3Payout","div4Winners","div4Payout","totalPrizePool","totalSales","estimatedJackpot","guaranteedJackpot","numWinners","millionairs"
196,2019-09-21,2019-09-22,23,17,28,14,29,0,0,237,1827.1,7386,22,74000,5.3,987714.7,1977246,0,0,81623,0
197,2019-09-22,2019-09-23,25,14,27,10,2,0,0,148,1711.9,4659,20.3,45530,5,575588.9,1156932,0,0,50337,0
198,2019-09-23,2019-09-24,30,29,20,21,2,0,0,212,2135.6,7177,23.6,78351,5.3,1037384.7,2067318,0,0,85740,0
199,2019-09-24,2019-09-25,31,27,35,34,10,2,162795.2,180,416.6,6685,22.5,68999,5.2,909785.7,1829160,0,0,75866,2
200,2019-09-25,2019-09-26,4,28,13,23,12,2,199571.1,280,328.4,9012,20.4,89924,5,1124559,2242371,0,0,99218,2
201,2019-09-26,2019-09-27,14,11,3,24,27,18,24233,468,214.7,10620,18.9,100232,4.9,1228528.4,2450526,0,0,111338,18
202,2019-09-27,2019-09-28,28,33,19,22,21,2,237799.6,299,366.3,11324,19.3,108018,4.9,1332964.3,2671908,0,0,119643,2
203,2019-09-28,2019-09-29,33,8,28,9,31,3,129273.2,223,400.6,7921,22.6,83794,5.2,1091896.8,2178762,0,0,91941,3
204,2019-09-29,2019-09-30,12,6,19,31,13,0,0,150,1889.2,5114,20.8,50240,5,640951.2,1293933,0,0,55504,0
205,2019-09-30,2019-10-01,18,4,25,3,8,2,209725.8,328,294.5,9867,19.6,96070,4.9,1180183.8,2356470,0,0,106267,2
206,2019-10-01,2019-10-02,34,11,27,17,28,3,165367.2,365,313.1,11226,20.3,109771,5.1,1398103,2787087,0,0,121365,3
207,2019-10-02,2019-10-03,26,32,17,33,2,3,161995.6,288,388.7,10646,21.1,105517,5.1,1360699.7,2730264,0,0,116454,3
208,2019-10-03,2019-10-04,21,23,6,13,7,3,164011.2,392,289.1,11870,19.1,112742,4.9,1384513.6,2764233,0,0,125007,3
209,2019-10-04,2019-10-05,1,9,3,26,32,0,0,376,1652.4,11666,19.9,110630,5.1,1417668.8,2836935,0,0,122672,0
210,2019-10-05,2019-10-06,33,3,6,24,9,2,200252.1,437,211.1,10561,17.5,92938,4.8,1123674.8,2250024,0,0,103938,2
211,2019-10-06,2019-10-07,12,8,10,2,27,3,76374.7,253,208.6,6596,16,54128,4.7,641837.5,1287213,0,0,60980,3
212,2019-10-07,2019-10-08,24,25,21,36,22,1,411187.4,385,246,8474,22.3,89663,5.1,1152148.9,2310042,0,0,98523,1
213,2019-10-08,2019-10-09,24,13,31,15,27,2,226792.2,306,341.4,8942,23.4,96691,5.3,1279757.9,2548227,0,0,105941,2
214,2019-10-09,2019-10-10,13,29,32,20,35,2,212520.8,253,387,8713,22.5,89110,5.3,1191278.1,2387874,0,0,98078,2
215,2019-10-10,2019-10-11,5,36,28,22,6,3,140812.8,283,343.8,9251,21,94986,5,1188934.8,2373249,0,0,104523,3
216,2019-10-11,2019-10-12,14,22,11,10,24,4,115152.3,314,337.9,10573,20.1,106361,4.8,1289759.9,2587692,0,0,117252,4
217,2019-10-12,2019-10-13,28,18,17,36,1,1,367293.6,280,302.1,7870,21.5,79749,5.2,1035781.4,2063448,0,0,87900,1
218,2019-10-13,2019-10-14,25,8,7,5,27,2,105080,162,298.9,4881,19.8,50111,4.7,590747.3,1180674,0,0,55156,2
219,2019-10-14,2019-10-15,6,11,19,22,31,2,183238.9,315,268,8943,18.9,84244,4.8,1024291.7,2058864,0,0,93504,2
220,2019-10-15,2019-10-16,27,9,18,25,15,3,140550.9,324,299.7,10317,18.8,97358,4.9,1189769.3,2368836,0,0,108002,3
221,2019-10-16,2019-10-17,22,9,17,25,2,1,387613.6,304,293.7,9058,19.7,87801,4.9,1085565.9,2177604,0,0,97164,1
222,2019-10-17,2019-10-18,4,25,31,18,20,1,381820.6,277,317.5,8365,21,84110,5.1,1074394.1,2145060,0,0,92753,1
223,2019-10-18,2019-10-19,13,18,36,15,2,2,209116.3,269,358.1,9088,21.2,93216,5,1173307.1,2349621,0,0,102575,2
224,2019-10-19,2019-10-20,8,16,26,11,30,0,0,262,1579.7,7997,19.4,73686,5.1,944821.8,1889763,0,0,81945,0
225,2019-10-20,2019-10-21,19,16,34,6,17,0,0,143,1651.4,4701,18.8,43762,4.9,538962.8,1078401,0,0,48606,0
226,2019-10-21,2019-10-22,29,19,27,34,28,1,337903.5,225,345.9,7398,21.1,72552,5.2,949099.2,1898334,0,0,80176,1
227,2019-10-22,2019-10-23,23,2,32,8,18,4,95040.9,298,293.9,8918,19.6,83743,5.1,1069627.9,2135751,0,0,92963,4
228,2019-10-23,2019-10-24,21,4,17,29,30,1,345871.8,217,367.1,7321,21.8,73668,5.2,968203.9,1943100,0,0,81207,1
229,2019-10-24,2019-10-25,35,3,10,32,1,3,121704.5,271,310.3,8188,20.5,80453,5.1,1027369.1,2051199,0,0,88915,3
230,2019-10-25,2019-10-26,31,10,19,16,29,4,112062.3,337,306.4,10100,20.5,98848,5.1,1262680.8,2518254,0,0,109289,4
231,2019-10-26,2019-10-27,9,33,22,2,36,3,122591.3,326,259.9,9635,17.5,88423,4.6,1027859.6,2066145,0,0,98387,3
232,2019-10-27,2019-10-28,7,5,9,28,6,1,209230.2,190,253.6,5375,18,48558,4.9,592098.4,1175451,0,0,54124,1
233,2019-10-28,2019-10-29,36,18,28,34,23,1,373858.2,316,272.5,9283,18.6,84166,5,1053462,2100327,0,0,93766,1
234,2019-10-29,2019-10-30,9,5,6,2,7,10,42594.8,971,101,12326,15.9,97711,4.8,1189015.2,2392965,0,0,111018,10
235,2019-10-30,2019-10-31,18,30,24,32,21,3,136818.5,325,291,9374,20.2,87179,5.3,1156434,2305932,0,0,96881,3
236,2019-10-31,2019-11-01,12,36,21,17,15,0,0,352,1554.8,10533,19.4,101208,4.9,1247549,2498970,0,0,112093,0
237,2019-11-01,2019-11-02,9,30,6,22,15,2,248319.9,364,314.2,11377,20.1,110378,5,1391576.3,2790111,430000,0,122121,2
238,2019-11-02,2019-11-03,12,2,20,24,31,3,123954.7,293,292.4,8357,20.5,81521,5.2,1052765,2089125,2e+05,0,90174,3
239,2019-11-03,2019-11-04,6,21,28,24,36,1,224307.9,193,267.7,5280,19.6,49257,5,625747,1260156,420000,0,54731,1
240,2019-11-04,2019-11-05,34,8,6,21,33,1,395363.4,264,344.9,8224,22.2,88033,5,1109154.8,2221143,460000,0,96522,1
241,2019-11-05,2019-11-06,13,25,35,5,9,6,74577.8,393,262.3,11549,17.8,104026,4.8,1255447.7,2513859,4e+05,0,115974,6
242,2019-11-06,2019-11-07,2,28,20,16,22,5,83364.5,275,349.1,9299,20.7,90771,5.2,1177323.5,2341698,420000,0,100350,5
243,2019-11-07,2019-11-08,3,5,30,32,19,1,419523.1,248,389.7,9137,21.1,95526,4.9,1177036.8,2356872,450000,0,104912,1
244,2019-11-08,2019-11-09,13,23,32,33,30,2,229418.9,330,320.2,9720,21.8,94142,5.4,1284766.6,2577741,420000,0,104194,2
245,2019-11-09,2019-11-10,2,36,7,1,32,1,348160.6,268,299.3,8306,19.3,80680,4.9,984010.8,1955958,2e+05,0,89255,1
246,2019-11-10,2019-11-11,20,32,23,34,10,2,102802.2,162,292.3,4637,20.4,44977,5,572436.8,1155081,4e+05,0,49778,2
247,2019-11-11,2019-11-12,13,31,34,9,26,1,359817.2,251,330.2,7610,21.8,75471,5.4,1016138.8,2021445,0,0,83333,1
248,2019-11-12,2019-11-13,30,14,2,9,7,1,401408.4,300,308.2,9418,19.6,89779,5,1127356.2,2255103,0,0,99498,1
249,2019-11-13,2019-11-14,13,23,17,7,25,2,181621.7,348,240.4,8984,18.6,81885,4.9,1015241.5,2040693,420000,0,91219,2
250,2019-11-14,2019-11-15,21,26,15,8,12,3,125551.9,290,299.2,9068,19.2,84881,5,1061934.3,2116044,480000,0,94242,3
251,2019-11-15,2019-11-16,31,5,7,26,16,0,0,286,1898.2,9192,22.1,96670,5.1,1239045.4,2478921,4e+05,0,106148,0
252,2019-11-16,2019-11-17,2,9,1,31,19,2,175283.6,294,274.6,8529,18.9,81271,4.8,982598.5,1969479,2e+05,0,90096,2
253,2019-11-17,2019-11-18,16,18,23,33,6,0,0,197,1277.6,4969,19,46584,4.9,574359.8,1149192,4e+05,0,51750,0
254,2019-11-18,2019-11-19,14,20,24,36,7,2,173304.4,298,267.9,8577,18.6,80225,4.8,971055.2,1947240,0,0,89102,2
255,2019-11-19,2019-11-20,21,23,27,34,25,0,0,338,1414.3,8905,20.1,84452,5.2,1096174.3,2182800,420000,0,93695,0
256,2019-11-20,2019-11-21,4,30,19,24,8,1,343600.2,305,259.5,8360,18.9,78346,4.9,964647.1,1930338,4e+05,0,87012,1
257,2019-11-21,2019-11-22,4,23,11,12,21,0,0,279,1599.8,8846,18.9,84215,4.8,1017765.6,2038152,460000,0,93340,0
258,2019-11-22,2019-11-23,22,19,32,15,6,1,418815.7,366,263.6,10274,18.8,97948,4.8,1178594.9,2352897,4e+05,0,108589,1
259,2019-11-23,2019-11-24,22,11,27,29,31,0,0,282,1475.9,8130,19.2,72814,5.2,950932.6,1900512,2e+05,0,81226,0
260,2019-11-24,2019-11-25,6,19,34,12,27,3,69969.3,175,276.3,4943,19.5,47249,4.9,586169,1179258,4e+05,0,52370,3
261,2019-11-25,2019-11-26,19,8,4,34,18,3,123320.7,380,224.3,9460,18,84339,4.9,1038737.2,2078439,450000,0,94182,3
262,2019-11-26,2019-11-27,7,26,2,35,15,0,0,412,1266.7,9965,19.6,97336,4.9,1194140.8,2383143,425000,0,107713,0
263,2019-11-27,2019-11-28,34,35,25,36,9,1,388765.4,316,283.4,9408,19.1,85682,5.1,1094990.8,2184075,4e+05,0,95407,1
264,2019-11-28,2019-11-29,17,12,28,34,4,2,220927.5,366,278.1,11191,18.2,98236,5,1238495.8,2482332,450000,0,109795,2
265,2019-11-29,2019-11-30,28,22,33,23,36,1,458957,356,296.9,10787,19.6,104997,4.9,1290563.9,2578410,420000,0,116141,1
266,2019-11-30,2019-12-01,34,22,16,29,26,3,129049.1,311,286.8,8624,20.6,82062,5.2,1080718.9,2174985,2e+05,0,91000,3
267,2019-12-01,2019-12-02,14,26,4,30,3,1,239241.7,126,437.3,4698,23.5,50809,5.3,674032.2,1344054,420000,0,55634,1
268,2019-12-02,2019-12-03,30,1,31,21,36,0,0,402,1231.9,9138,20.3,84572,5.3,1128956.8,2261298,450000,0,94112,0
269,2019-12-03,2019-12-04,4,33,25,22,8,1,438887.1,367,275.5,10789,18.8,100997,4.9,1237714.1,2465658,430000,0,112154,1
270,2019-12-04,2019-12-05,9,6,3,10,11,5,79724.8,474,193.7,11375,16.1,95055,4.7,1120333.8,2239461,420000,0,106909,5
271,2019-12-05,2019-12-06,33,1,36,21,16,1,409501.7,307,307.2,9630,19.6,90517,5,1145145.1,2300571,480000,0,100455,1
272,2019-12-06,2019-12-07,21,29,30,2,36,1,421536.4,269,361,8433,23,89050,5.3,1184569.4,2368182,420000,0,97753,1
273,2019-12-07,2019-12-08,22,28,35,9,8,0,0,232,1884,8135,20.1,79391,5,997556.5,1995852,2e+05,0,87758,0
274,2019-12-08,2019-12-09,8,6,22,9,36,7,31145.6,209,240.2,6105,16.5,51006,4.8,613782.3,1224828,420000,0,57327,7
275,2019-12-09,2019-12-10,14,22,25,27,4,0,0,240,1748.8,7638,20.6,74232,5.2,963061.2,1916454,450000,0,82110,0
276,2019-12-10,2019-12-11,19,33,5,7,31,0,0,336,1351.8,9892,17.2,90181,4.5,1030161.7,2073999,425000,0,100409,0
277,2019-12-11,2019-12-12,11,9,15,23,5,2,184357.6,329,258.1,9830,17.2,88765,4.7,1039901.6,2071434,425000,0,98926,2
278,2019-12-12,2019-12-13,20,27,31,11,36,3,124181.7,291,294.9,8444,20.4,82056,5.1,1049104.2,2092950,470000,0,90794,3
279,2019-12-13,2019-12-14,36,6,24,21,9,16,26848.5,483,204.9,11628,17,101720,4.7,1204302.7,2413344,380000,0,113847,16
280,2019-12-14,2019-12-15,5,6,7,34,22,1,368694.2,274,309.9,9014,18.8,86196,4.8,1036810.8,2071320,2e+05,0,95485,1
281,2019-12-15,2019-12-16,19,30,20,35,4,0,0,198,1457.8,5309,20.4,52011,5,657003,1318026,420000,0,57518,0
282,2019-12-16,2019-12-17,22,10,20,27,8,1,293563.3,206,328.3,6793,19.9,67548,4.9,827359,1649232,460000,0,74548,1
283,2019-12-17,2019-12-18,16,5,25,20,12,4,96904.2,360,248,9868,18.1,88010,4.9,1086756.6,2177622,425000,0,98242,4
284,2019-12-18,2019-12-19,5,11,32,35,21,3,128516.9,294,302.1,8670,20.5,86183,5,1083018.1,2166015,425000,0,95150,3
285,2019-12-19,2019-12-20,1,9,5,23,15,2,200938.5,522,177.3,10445,17.7,92683,4.8,1124182.5,2257737,460000,0,103652,2
286,2019-12-20,2019-12-21,21,7,3,20,35,2,214653.6,405,244.2,10806,18.3,100464,4.8,1208185.2,2411838,4e+05,0,111677,2
287,2019-12-21,2019-12-22,31,34,17,3,24,3,122099.6,313,269.5,8277,20.4,78909,5.2,1029829.9,2057859,2e+05,0,87502,3
288,2019-12-22,2019-12-23,2,13,22,35,12,0,0,161,1861.5,5313,21.2,53936,5.1,687410.7,1368507,4e+05,0,59410,0
289,2019-12-23,2019-12-24,21,36,11,5,19,2,193231.1,418,213,10747,16.6,95243,4.5,1082489.9,2171136,420000,0,106410,2
290,2019-12-24,2019-12-26,22,11,25,16,8,3,130129.6,343,262.1,9385,19.1,89838,4.9,1099748.8,2193195,325000,0,99569,3
291,2019-12-26,2019-12-27,23,36,6,25,12,2,117570.2,201,269.5,5868,18.5,55485,4.7,658647.4,1321014,420000,0,61556,2
292,2019-12-27,2019-12-28,16,35,4,27,13,1,356109.1,262,313.1,7663,21.4,77335,5.1,996538,2000613,4e+05,0,85261,1
293,2019-12-28,2019-12-29,30,31,29,23,32,1,313645.5,219,329.9,6375,22.6,63161,5.6,883670.2,1762053,150000,0,69756,1
294,2019-12-29,2019-12-30,16,4,34,12,36,1,218062.1,205,245,5585,18,49946,4.9,613552.5,1225068,420000,0,55737,1
295,2019-12-30,2019-12-31,7,13,17,30,14,1,355049.6,243,336.5,8067,20.3,77687,5.1,996782.9,1994661,440000,0,85998,1
296,2019-12-31,2020-01-01,29,2,26,4,5,3,134377.9,245,379,9112,20.4,87214,5.2,1135386.3,2264796,425000,0,96574,3
297,2020-01-01,2020-01-02,17,22,29,21,14,1,197893.5,116,393,4020,22.6,41645,5.3,555052,1111761,3e+05,0,45782,1
298,2020-01-02,2020-01-03,16,24,6,1,34,0,0,277,1522.7,7682,20.6,74827,5.1,961654.8,1926027,420000,0,82786,0
299,2020-01-03,2020-01-04,9,26,18,30,14,0,0,279,1720,8432,21.3,82336,5.3,1095862.4,2191206,380000,0,91047,0
300,2020-01-04,2020-01-05,14,24,28,4,30,4,84047.5,258,300.2,7385,21,70541,5.3,942593.9,1888707,2e+05,0,78188,4
301,2020-01-05,2020-01-06,23,21,34,18,5,3,69989.4,185,261.4,5068,19,47262,5,590929.2,1179597,4e+05,0,52518,3
302,2020-01-06,2020-01-07,14,28,26,25,8,0,0,227,1927.4,7439,22,74259,5.4,1002176.4,1997823,430000,0,81925,0
303,2020-01-07,2020-01-08,3,35,2,24,26,2,195839.7,221,408.2,7490,24.1,84266,5.2,1100583.8,2200446,420000,0,91979,2
304,2020-01-08,2020-01-09,20,6,9,8,11,1,364112.2,345,243.1,9942,16.9,88095,4.6,1021238.5,2045574,4e+05,0,98383,1
305,2020-01-09,2020-01-10,11,27,8,16,24,3,121140,303,276.3,8281,20.2,80430,5,1016565.1,2041686,420000,0,89017,3
306,2020-01-10,2020-01-11,35,12,27,11,1,1,400654.4,210,439.4,7969,23.2,86226,5.2,1126184.4,2250867,4e+05,0,94406,1
307,2020-01-11,2020-01-12,21,36,6,7,25,4,85585.5,307,256.9,8960,17.6,82109,4.7,964818.6,1923270,2e+05,0,91380,4
308,2020-01-12,2020-01-13,35,22,33,29,26,2,100762.9,195,238,4710,19.7,44199,5.1,566137.7,1132167,4e+05,0,49106,2
309,2020-01-13,2020-01-14,17,10,3,1,21,1,330111.8,277,274.5,7878,19.3,74587,4.9,923670,1854561,430000,0,82743,1
310,2020-01-14,2020-01-15,7,19,11,28,32,3,121114.2,408,205.1,9391,17.8,84734,4.8,1020906.4,2041251,420000,0,94536,3
311,2020-01-15,2020-01-16,8,22,11,6,12,3,119139.5,301,273.6,9549,17.3,87051,4.6,1005404.4,2007969,4e+05,0,96904,3
312,2020-01-16,2020-01-17,12,31,36,35,17,1,370300.3,240,355.3,8397,20.3,82038,5.1,1044425.2,2080338,430000,0,90676,1
313,2020-01-17,2020-01-18,24,9,34,31,10,0,0,263,1938.7,8883,21.5,90953,5.1,1164722.9,2328213,4e+05,0,100099,0
314,2020-01-18,2020-01-19,17,10,1,16,9,0,0,205,2014.8,7194,21.4,74386,5,938915.6,1885938,2e+05,0,81785,0
315,2020-01-19,2020-01-20,10,13,2,9,25,0,0,142,1767.3,4763,19.8,46808,4.9,574623.2,1145970,4e+05,0,51713,0
316,2020-01-20,2020-01-21,33,5,34,8,16,0,0,245,1731.9,7658,20.7,77890,4.9,964497.1,1937532,420000,0,85793,0
317,2020-01-21,2020-01-22,30,5,25,21,32,2,186833.5,218,394.9,7799,22.1,79336,5.3,1052593.9,2099253,380000,0,87355,2
318,2020-01-22,2020-01-23,14,25,6,4,7,3,113154.3,232,337,8115,19.3,79339,4.8,955093.6,1907094,380000,0,87689,3
319,2020-01-23,2020-01-24,30,6,24,18,28,2,175511.6,334,242.1,7661,21.1,74646,5.2,981690.9,1972041,430000,0,82643,2
320,2020-01-24,2020-01-25,31,1,11,24,16,0,0,344,1566.1,10036,20.1,94895,5.2,1233916,2460102,4e+05,0,105275,0
321,2020-01-25,2020-01-26,15,7,5,3,10,9,41026.2,503,169.1,11274,15.1,90888,4.5,1033526.5,2074359,2e+05,0,102674,9
322,2020-01-26,2020-01-27,17,6,29,12,3,1,226066.9,186,280,5328,19.5,51132,5,637702.9,1270038,380000,0,56647,1
323,2020-01-27,2020-01-28,36,32,19,7,12,2,189046.4,337,258.4,9405,18.5,88644,4.8,1064657.3,2124117,450000,0,98388,2
324,2020-01-28,2020-01-29,30,12,6,22,34,4,106799.9,310,317.4,9643,20.4,93681,5.1,1200083.9,2399997,4e+05,0,103638,4
325,2020-01-29,2020-01-30,35,32,5,3,21,0,0,277,1739.2,9166,19.7,88808,4.9,1097487.8,2199726,4e+05,0,98251,0
326,2020-01-30,2020-01-31,6,35,2,32,29,1,401157.9,265,348.7,7983,23.2,84277,5.3,1125437.1,2253696,5e+05,0,92526,1
327,2020-01-31,2020-02-01,7,36,14,9,15,0,0,388,1563.7,12389,18.3,119613,4.6,1383654.1,2770416,4e+05,0,132390,0
328,2020-02-01,2020-02-02,23,5,12,4,7,0,0,279,1681.5,10410,16.9,93371,4.6,1074574.1,2142201,2e+05,0,104060,0
329,2020-02-02,2020-02-03,8,35,29,14,4,0,0,164,1736.7,4933,21.6,49948,5.1,646106.4,1300566,4e+05,0,55045,0
330,2020-02-03,2020-02-04,6,5,12,36,28,1,386577.6,279,319.2,9331,19.1,90735,4.8,1089384.5,2171784,450000,0,100346,1
331,2020-02-04,2020-02-05,25,1,4,20,14,2,226792.7,369,283.1,10452,20,100881,5,1271494.3,2548233,4e+05,0,111704,2
332,2020-02-05,2020-02-06,25,24,27,34,7,1,397182.3,280,326.7,9038,20.2,88408,5,1113265.9,2231361,380000,0,97727,1
333,2020-02-06,2020-02-07,4,9,2,6,12,16,25434.8,633,148.1,13005,14.4,100198,4.6,1148886.9,2286270,450000,0,113852,16
334,2020-02-07,2020-02-08,13,34,6,27,36,5,89561.4,314,328.5,9912,20.9,99194,5,1254086.8,2515773,4e+05,0,109425,5
335,2020-02-08,2020-02-09,35,5,15,36,1,1,351655.4,350,231.4,9201,17.6,82149,4.8,988898.2,1975593,2e+05,0,91701,1
336,2020-02-09,2020-02-10,29,24,18,11,9,1,212651.1,172,284.8,5169,18.9,48311,4.9,596054.7,1194669,4e+05,0,53653,1
337,2020-02-10,2020-02-11,4,22,25,14,27,37,9778.1,295,282.5,8537,19.5,79016,5.1,1014580.3,2032521,450000,0,87885,37
338,2020-02-11,2020-02-12,26,28,13,12,15,3,134838.9,290,321.3,8539,21.8,84999,5.4,1142838.5,2272572,4e+05,0,93831,3
339,2020-02-12,2020-02-13,3,8,30,12,23,4,95119.7,352,249,9534,18.4,85795,4.9,1063947.9,2137521,380000,0,95685,4
340,2020-02-13,2020-02-14,6,10,16,5,22,1,381120.1,322,272.6,9789,17.9,91438,4.7,1073879,2141124,450000,0,101550,1
341,2020-02-14,2020-02-15,13,4,14,6,29,3,142629.8,262,376.2,9191,21.5,94061,5.1,1203771.4,2403873,4e+05,0,103517,3
342,2020-02-15,2020-02-16,20,30,1,24,22,2,169160.3,199,391.6,6735,23.1,70342,5.3,944640.1,1900677,2e+05,0,77278,2
343,2020-02-16,2020-02-17,25,33,29,2,32,0,0,113,2198.6,4133,22.6,42282,5.4,570170.4,1134447,4e+05,0,46528,0
344,2020-02-17,2020-02-18,5,32,22,21,19,4,88608.1,227,359.6,7872,20.7,78548,5,991752,1991193,430000,0,86651,4
345,2020-02-18,2020-02-19,7,8,23,32,30,2,191763.4,223,396.2,7853,22.5,82971,5.2,1080021.1,2154645,4e+05,0,91049,2
346,2020-02-19,2020-02-20,6,14,26,4,29,2,177303.2,488,167.4,8340,19.6,77571,5.1,995373.7,1992171,380000,0,86401,2
347,2020-02-20,2020-02-21,33,3,12,27,5,0,0,321,1381.1,9124,18.2,87055,4.6,1009842.9,2024427,450000,0,96500,0
348,2020-02-21,2020-02-22,29,10,15,25,12,1,399183.2,331,277.8,8862,20.8,85595,5.3,1129118.1,2242602,4e+05,0,94789,1
349,2020-02-22,2020-02-23,18,5,27,34,20,1,323417.1,245,304,7442,20,72857,4.9,903736.4,1816950,2e+05,0,80545,1
350,2020-02-23,2020-02-24,4,27,5,11,12,0,0,150,1602.1,4889,18.4,47810,4.6,550198.6,1097298,4e+05,0,52849,0
351,2020-02-24,2020-02-25,14,29,33,31,9,2,174846.8,248,324.8,7391,21.8,74840,5.2,980535.8,1964571,450000,0,82481,2
352,2020-02-25,2020-02-26,10,19,13,5,8,1,423700.2,373,261.6,10695,18.2,101386,4.7,1192440.2,2380338,4e+05,0,112455,1
353,2020-02-26,2020-02-27,33,21,29,11,32,3,135494,277,338.1,8787,21.3,86965,5.2,1139516.8,2283606,380000,0,96032,3
354,2020-02-27,2020-02-28,25,26,5,3,19,2,212374.9,270,362.3,9849,19.9,99729,4.8,1197265.1,2386236,480000,0,109850,2
355,2020-02-28,2020-02-29,31,35,10,30,29,3,167567.6,305,379.6,10307,22.5,101753,5.5,1410029.8,2824173,4e+05,0,112368,3
356,2020-02-29,2020-03-01,16,28,20,7,35,2,205859.2,270,351.3,9397,20.2,90669,5.1,1158800.7,2313024,2e+05,0,100338,2
357,2020-03-01,2020-03-02,10,8,15,2,23,1,254412.5,203,288.7,6320,18.5,57896,4.9,713629,1429284,4e+05,0,64420,1
358,2020-03-02,2020-03-03,14,13,34,4,20,1,413363,282,337.6,9537,20,91449,5,1156551.2,2322264,430000,0,101269,1
359,2020-03-03,2020-03-04,33,16,18,10,4,1,482061,366,303.4,11064,20,108518,5,1356975.4,2708208,425000,0,119949,1
360,2020-03-04,2020-03-05,28,12,36,34,9,2,223077.7,295,348.3,10605,19.4,102081,4.9,1254837.8,2506491,4e+05,0,112983,2
361,2020-03-05,2020-03-06,21,20,19,34,33,2,224191.4,312,331.1,9218,22.4,99305,5,1254694.2,2519004,5e+05,0,108837,2
362,2020-03-06,2020-03-07,10,4,29,5,22,3,161319.9,396,281.5,12096,18.4,115194,4.7,1359411.9,2718876,4e+05,0,127689,3
363,2020-03-07,2020-03-08,30,16,3,15,21,2,186474.2,244,352,8350,20.6,81339,5.2,1053809.2,2095215,2e+05,0,89935,2
364,2020-03-08,2020-03-09,9,15,28,32,34,0,0,147,1880.3,4427,23.5,46775,5.3,628346.1,1262097,4e+05,0,51349,0
365,2020-03-09,2020-03-10,16,36,10,14,31,3,124471.1,238,361.4,8142,21.1,82544,5,1043942.7,2097828,460000,0,90927,3
366,2020-03-10,2020-03-11,17,11,13,20,2,1,405727.4,367,254.6,10239,18.3,95130,4.8,1143163.3,2279367,4e+05,0,105737,1
367,2020-03-11,2020-03-12,2,24,8,10,34,1,364895.6,324,259.4,9116,18.4,81017,5,1021760.6,2049975,4e+05,0,90458,1
368,2020-03-12,2020-03-13,12,2,32,18,36,1,362691.7,309,270.4,8955,18.7,81530,5,1021353.8,2037594,5e+05,0,90795,1
369,2020-03-13,2020-03-14,3,35,12,20,13,6,74107,419,244.4,11521,17.7,104019,4.8,1250258.5,2497989,4e+05,0,115965,6
370,2020-03-14,2020-03-15,33,29,20,16,32,0,0,180,2459.9,7239,23,74703,5.4,1012675.2,2021721,2e+05,0,82122,0
371,2020-03-15,2020-03-16,1,34,13,12,36,1,217166.1,129,387.7,4589,21.8,47892,5,606679.6,1220034,4e+05,0,52611,1
372,2020-03-16,2020-03-17,14,22,1,5,3,1,352114.7,246,329.7,9268,17.5,79867,5,994745.9,1978173,420000,0,89382,1
373,2020-03-17,2020-03-18,15,2,10,20,16,6,65863.7,393,231.6,10813,16.8,93273,4.7,1106242.5,2220126,380000,0,104485,6
374,2020-03-18,2020-03-19,3,6,5,11,36,1,364174.4,343,244.6,10804,15.5,93035,4.4,1024888.2,2045922,4e+05,0,104183,1
375,2020-03-19,2020-03-20,14,33,2,32,16,1,368599.9,208,408.1,7822,21.8,78248,5.2,1030893.9,2070786,465000,0,86279,1
376,2020-03-20,2020-03-21,3,18,22,9,19,2,214451.5,409,241.6,11609,17,104984,4.6,1207996.8,2409567,4e+05,0,117004,2
377,2020-03-21,2020-03-22,11,31,5,36,15,5,65581.4,277,272.6,8509,17.8,76536,4.8,922250.2,1842174,2e+05,0,85327,5
378,2020-03-22,2020-03-23,20,30,2,5,23,1,212467.3,144,339.9,4875,20,48184,4.9,595014.5,1193637,4e+05,0,53204,1
379,2020-03-23,2020-03-24,11,24,19,35,7,3,111421.1,334,230.5,9145,16.8,79592,4.7,938968.7,1877883,420000,0,89074,3
380,2020-03-24,2020-03-25,9,34,13,31,22,3,119734.9,304,272.2,8203,20.2,78867,5.1,1009875.8,2018004,4e+05,0,87377,3
381,2020-03-25,2020-03-26,7,15,2,22,10,2,178621.9,320,257.1,9142,18,82834,4.8,1001675,2006988,320000,0,92298,2
382,2020-03-26,2020-03-27,22,36,31,32,24,0,0,199,1929.8,6293,22.9,67102,5.2,877070.3,1753557,4e+05,0,73594,0
383,2020-03-27,2020-03-28,7,27,15,33,21,2,102662.3,229,206.6,5311,17.8,47391,4.9,579387.7,1153509,2e+05,0,52933,2
384,2020-03-28,2020-03-29,32,4,25,10,14,0,0,142,1716.2,4712,19.3,43105,5.1,554477.5,1112823,150000,0,47959,0
385,2020-03-29,2020-03-30,13,4,25,6,26,0,0,112,1607.8,3330,20.3,32881,5,412077.6,822282,250000,0,36323,0
386,2020-03-30,2020-03-31,27,16,14,30,6,1,232334.3,136,393.5,4643,23.1,49618,5.2,651117.2,1305249,260000,0,54398,1
387,2020-03-31,2020-04-01,35,21,7,20,2,1,291812.3,239,281.2,7197,18.6,67339,4.8,816110.5,1639395,230000,0,74776,1
388,2020-04-01,2020-04-02,20,5,32,8,11,1,266761.9,233,263.8,6601,18.7,63908,4.7,752033.6,1498662,2e+05,0,70743,1
