prov,head_sex,head_popgrp,head_age,hholdsz,mobphon_hh,wat_mun_source,lab_salary_hh,totalgrnt_hh,geotype,metro,quarter
Western Cape,Female,Coloured,37,5,2,Yes,0,3780,Urban,Non-metro,3
Western Cape,Male,Coloured,36,4,2,No,4500,960,Urban,Non-metro,3
Western Cape,Female,Coloured,72,3,3,No,21583,1990,Urban,Non-metro,3
Western Cape,Female,Coloured,68,2,2,Yes,1249,0,Urban,Non-metro,3
Western Cape,Female,Coloured,57,2,2,Yes,25512,0,Urban,Non-metro,3
Western Cape,Female,Coloured,55,3,3,Yes,17500,0,Urban,Non-metro,3
Western Cape,Male,Coloured,53,8,8,Yes,52641,0,Urban,Non-metro,3
Western Cape,Male,Coloured,49,5,3,Yes,33427,2010,Urban,Non-metro,3
Western Cape,Female,Coloured,69,8,2,No,3929,5900,Urban,Non-metro,3
Western Cape,Female,Coloured,51,5,5,Yes,9186,2470,Urban,Non-metro,4
Western Cape,Male,Coloured,79,4,2,No,6958,4500,Urban,Non-metro,4
Western Cape,Male,Coloured,64,7,6,No,34935,3980,Urban,Non-metro,4
Western Cape,Female,Coloured,73,3,3,Yes,13352,2470,Urban,Non-metro,4
Western Cape,Female,Coloured,35,4,0,Yes,0,960,Urban,Non-metro,4
Western Cape,Female,Coloured,53,1,1,Yes,0,0,Urban,Non-metro,4
Western Cape,Female,Coloured,66,6,3,Yes,0,4460,Urban,Non-metro,4
Western Cape,Male,Coloured,38,4,3,Yes,0,1310,Urban,Non-metro,4
Western Cape,Female,Coloured,45,4,1,No,9800,0,Farms,Non-metro,4
Western Cape,Male,Coloured,54,2,0,No,4572,1990,Farms,Non-metro,4
Western Cape,Male,Coloured,39,5,1,No,6400,960,Farms,Non-metro,4
Western Cape,Female,Coloured,60,5,3,Yes,5994,2950,Urban,Non-metro,2
Western Cape,Male,Coloured,73,3,2,Yes,0,4460,Urban,Non-metro,2
Western Cape,Male,Coloured,70,2,2,Yes,5529,1990,Urban,Non-metro,2
Western Cape,Male,African/Black,83,2,1,Yes,0,4000,Urban,Non-metro,2
Western Cape,Female,Coloured,59,13,7,Yes,20725,3120,Urban,Non-metro,2
Western Cape,Male,Coloured,44,4,2,Yes,5050,480,Urban,Non-metro,2
Western Cape,Female,Coloured,60,6,4,Yes,13115,480,Urban,Non-metro,2
Western Cape,Male,Coloured,38,4,3,Yes,0,1660,Urban,Non-metro,2
Western Cape,Male,White,59,2,2,Yes,64000,0,Urban,Non-metro,2
Western Cape,Female,White,88,3,3,Yes,1249,2010,Urban,Non-metro,2
Western Cape,Female,White,77,1,1,No,0,0,Urban,Non-metro,2
Western Cape,Female,White,81,1,1,Yes,0,2010,Urban,Non-metro,2
Western Cape,Male,White,81,2,2,Yes,0,0,Urban,Non-metro,2
Western Cape,Male,White,38,4,2,No,34935,0,Urban,Non-metro,2
Western Cape,Male,White,77,2,2,No,0,0,Urban,Non-metro,2
Western Cape,Male,Coloured,50,5,4,Yes,22827,0,Urban,Non-metro,4
Western Cape,Male,Coloured,81,5,2,Yes,3929,4480,Urban,Non-metro,4
Western Cape,Male,Coloured,35,7,2,Yes,4500,960,Urban,Non-metro,4
Western Cape,Female,Coloured,90,2,1,Yes,21583,2010,Urban,Non-metro,4
Western Cape,Male,Coloured,40,1,1,Yes,21583,0,Urban,Non-metro,4
Western Cape,Male,Coloured,66,3,2,Yes,0,3980,Urban,Non-metro,4
Western Cape,Male,Coloured,49,6,4,Yes,5200,1440,Urban,Non-metro,4
Western Cape,Male,Coloured,50,6,3,Yes,6958,960,Urban,Non-metro,4
Western Cape,Male,Coloured,18,2,1,Yes,0,0,Urban,Non-metro,4
Western Cape,Male,Coloured,42,4,3,Yes,0,2470,Urban,Non-metro,4
Western Cape,Male,White,34,3,2,Yes,21000,0,Urban,Non-metro,3
Western Cape,Male,White,47,4,4,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,White,76,2,2,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,White,52,3,3,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,White,37,4,2,Yes,28000,0,Urban,Non-metro,3
Western Cape,Male,White,34,4,2,Yes,15500,0,Urban,Non-metro,4
Western Cape,Female,Coloured,63,6,1,Yes,5000,2950,Urban,Non-metro,4
Western Cape,Female,Coloured,63,6,1,Yes,417,2950,Urban,Non-metro,4
Western Cape,Male,Coloured,54,4,1,Yes,960,1990,Urban,Non-metro,4
Western Cape,Male,Coloured,61,4,2,Yes,0,2950,Urban,Non-metro,4
Western Cape,Male,Coloured,52,2,0,Yes,4080,0,Urban,Non-metro,4
Western Cape,Female,Coloured,76,2,0,Yes,0,2010,Urban,Non-metro,4
Western Cape,Female,Coloured,32,2,2,Yes,8900,0,Urban,Non-metro,3
Western Cape,Male,White,60,2,2,Yes,50000,0,Urban,Non-metro,3
Western Cape,Female,Coloured,70,7,3,Yes,41427,1990,Urban,Non-metro,4
Western Cape,Female,Coloured,65,5,3,No,16000,2470,Urban,Non-metro,4
Western Cape,Male,Coloured,87,4,1,Yes,0,4000,Urban,Non-metro,4
Western Cape,Male,Coloured,42,4,3,No,6500,480,Urban,Non-metro,4
Western Cape,Male,Coloured,51,5,1,No,4000,1990,Urban,Non-metro,4
Western Cape,Male,Coloured,63,5,0,Yes,3360,3980,Urban,Non-metro,4
Western Cape,Male,Coloured,55,5,4,Yes,16000,2470,Urban,Non-metro,4
Western Cape,Female,Coloured,39,3,1,No,0,960,Urban,Non-metro,4
Western Cape,Female,Coloured,34,6,1,No,0,1920,Urban,Non-metro,4
Western Cape,Male,Coloured,55,4,4,No,8000,0,Urban,Non-metro,4
Western Cape,Female,Coloured,42,3,2,Yes,4000,960,Urban,Non-metro,3
Western Cape,Male,Coloured,56,2,2,Yes,6540,0,Urban,Non-metro,3
Western Cape,Female,Coloured,66,1,0,Yes,0,1990,Urban,Non-metro,3
Western Cape,Female,Coloured,32,4,2,Yes,7200,960,Urban,Non-metro,3
Western Cape,Female,Coloured,56,2,1,Yes,0,1990,Urban,Non-metro,3
Western Cape,Male,Coloured,73,6,4,No,7200,6450,Farms,Non-metro,1
Western Cape,Male,Coloured,32,5,2,Yes,17500,0,Farms,Non-metro,1
Western Cape,Male,Coloured,49,3,2,No,10800,480,Farms,Non-metro,1
Western Cape,Male,Coloured,37,7,3,No,15600,960,Farms,Non-metro,1
Western Cape,Male,Coloured,58,8,4,No,13000,3430,Farms,Non-metro,1
Western Cape,Male,Coloured,70,3,2,Yes,0,4330,Farms,Non-metro,4
Western Cape,Male,White,48,2,2,No,50000,0,Farms,Non-metro,4
Western Cape,Female,Coloured,53,3,2,Yes,0,480,Urban,Non-metro,4
Western Cape,Female,African/Black,24,3,2,,4000,0,Urban,Non-metro,4
Western Cape,Female,African/Black,38,2,2,Yes,4900,0,Urban,Non-metro,4
Western Cape,Female,African/Black,53,6,3,Yes,6000,3780,Urban,Non-metro,4
Western Cape,Male,African/Black,41,2,2,Yes,3000,0,Urban,Non-metro,4
Western Cape,Male,White,39,4,2,Yes,46779,0,Urban,Non-metro,3
Western Cape,Male,White,71,2,2,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,White,59,2,2,Yes,65870,0,Urban,Non-metro,3
Western Cape,Male,Coloured,50,3,3,Yes,9186,0,Urban,Non-metro,3
Western Cape,Male,White,38,6,4,Yes,66854,0,Urban,Non-metro,3
Western Cape,Male,White,72,1,1,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,Coloured,47,4,3,No,12000,0,Urban,Non-metro,3
Western Cape,Male,African/Black,28,2,1,Yes,7200,0,Urban,Non-metro,3
Western Cape,Female,Coloured,60,3,2,Yes,0,2470,Urban,Non-metro,3
Western Cape,Male,Coloured,28,2,2,Yes,5200,0,Urban,Non-metro,3
Western Cape,Male,African/Black,34,2,2,Yes,6000,0,Urban,Non-metro,3
Western Cape,Female,Coloured,69,3,2,Yes,11000,1990,Urban,Non-metro,2
Western Cape,Female,Coloured,37,3,1,Yes,3200,0,Urban,Non-metro,2
Western Cape,Female,Coloured,66,7,0,Yes,0,3910,Urban,Non-metro,2
Western Cape,Female,Coloured,49,2,0,Yes,7000,480,Urban,Non-metro,2
Western Cape,Female,Coloured,55,6,3,Yes,7600,1200,Urban,Non-metro,2
Western Cape,Male,White,71,6,6,Yes,30800,3980,Urban,Non-metro,2
Western Cape,Female,Coloured,30,2,0,Yes,0,480,Urban,Non-metro,2
Western Cape,Female,Coloured,48,3,1,Yes,880,480,Urban,Non-metro,2
Western Cape,Male,Coloured,80,5,2,No,4000,2490,Urban,Non-metro,2
Western Cape,Male,Coloured,40,3,2,Yes,10000,1070,Urban,Non-metro,2
Western Cape,Female,Coloured,29,4,1,Yes,4400,1310,Urban,Non-metro,2
Western Cape,Male,Coloured,42,6,3,No,0,2620,Urban,Non-metro,2
Western Cape,Male,African/Black,22,1,1,Yes,2000,0,Urban,Non-metro,2
Western Cape,Male,Coloured,38,5,1,Yes,0,3300,Urban,Non-metro,2
Western Cape,Male,Coloured,23,2,2,Yes,14000,0,Urban,Non-metro,2
Western Cape,Female,Coloured,49,1,1,Yes,800,0,Urban,Non-metro,2
Western Cape,Male,White,75,2,2,Yes,21583,0,Farms,Non-metro,3
Western Cape,Female,African/Black,38,1,1,Yes,3929,0,Farms,Non-metro,3
Western Cape,Female,Coloured,50,3,2,Yes,5405,480,Urban,Non-metro,1
Western Cape,Female,Coloured,74,4,3,Yes,3500,2470,Urban,Non-metro,1
Western Cape,Male,Coloured,71,3,2,Yes,0,2340,Urban,Non-metro,1
Western Cape,Male,Coloured,55,2,2,Yes,4000,1990,Urban,Non-metro,1
Western Cape,Male,Coloured,55,6,6,Yes,7000,0,Urban,Non-metro,1
Western Cape,Female,Coloured,23,2,1,Yes,0,0,Urban,Non-metro,1
Western Cape,Male,Coloured,44,5,4,Yes,4000,2470,Urban,Non-metro,1
Western Cape,Female,Coloured,36,2,1,Yes,3600,480,Urban,Non-metro,1
Western Cape,Male,Coloured,37,2,2,Yes,6008,0,Urban,Non-metro,2
Western Cape,Male,Coloured,50,2,0,No,4000,1990,Urban,Non-metro,2
Western Cape,Female,Coloured,61,3,3,No,4000,1990,Urban,Non-metro,2
Western Cape,Female,Coloured,39,7,2,Yes,800,1790,Urban,Non-metro,2
Western Cape,Male,Coloured,58,2,2,Yes,27000,0,Urban,Non-metro,2
Western Cape,Male,Coloured,63,5,1,No,2800,4460,Farms,Non-metro,1
Western Cape,Male,White,57,4,1,Yes,15000,0,Urban,Non-metro,1
Western Cape,Male,White,46,5,5,No,15321,0,Urban,Non-metro,1
Western Cape,Male,Coloured,38,4,3,Yes,20310,0,Urban,Non-metro,1
Western Cape,Male,Coloured,39,7,0,No,4000,2950,Urban,Non-metro,1
Western Cape,Male,White,32,2,2,No,33427,0,Farms,Non-metro,1
Western Cape,Female,White,74,2,1,Yes,0,1990,Urban,Non-metro,1
Western Cape,Male,White,71,2,2,Yes,0,0,Urban,Non-metro,1
Western Cape,Female,White,63,1,1,Yes,0,0,Urban,Non-metro,1
Western Cape,Male,White,62,2,2,Yes,0,1990,Urban,Non-metro,1
Western Cape,Male,White,82,2,2,Yes,0,4000,Urban,Non-metro,1
Western Cape,Male,Coloured,52,4,4,Yes,11500,0,Urban,Non-metro,1
Western Cape,Female,White,71,1,1,Yes,0,0,Urban,Non-metro,1
Western Cape,Male,White,76,1,1,Yes,0,2010,Urban,Non-metro,1
Western Cape,Male,White,81,2,2,Yes,0,1990,Urban,Non-metro,1
Western Cape,Male,White,68,2,2,Yes,0,0,Urban,Non-metro,1
Western Cape,Male,White,65,2,2,Yes,0,0,Urban,Non-metro,1
Western Cape,Female,African/Black,64,1,1,Yes,0,1990,Urban,Non-metro,3
Western Cape,Male,African/Black,32,3,2,Yes,3500,830,Urban,Non-metro,3
Western Cape,Male,African/Black,33,1,0,Yes,2400,0,Urban,Non-metro,3
Western Cape,Male,African/Black,43,6,4,Yes,7000,1440,Urban,Non-metro,3
Western Cape,Male,African/Black,43,1,1,Yes,3800,0,Urban,Non-metro,3
Western Cape,Female,African/Black,59,2,2,Yes,5257,1990,Urban,Non-metro,3
Western Cape,Female,African/Black,60,1,1,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,Coloured,21,1,1,No,0,0,Urban,Non-metro,3
Western Cape,Female,Coloured,65,1,1,Yes,0,1990,Urban,Non-metro,3
Western Cape,Male,Coloured,63,2,2,Yes,0,3980,Urban,Non-metro,3
Western Cape,Male,Coloured,68,1,0,Yes,0,1990,Urban,Non-metro,3
Western Cape,Male,Coloured,63,6,0,Yes,1249,3430,Urban,Non-metro,3
Western Cape,Female,Coloured,59,4,2,No,5257,2340,Urban,Non-metro,3
Western Cape,Female,African/Black,47,9,6,Yes,6400,2400,Urban,Non-metro,3
Western Cape,Female,African/Black,44,3,2,Yes,0,0,Urban,Non-metro,3
Western Cape,Female,African/Black,59,3,3,Yes,0,0,Urban,Non-metro,3
Western Cape,Female,African/Black,21,3,2,Yes,0,350,Urban,Non-metro,3
Western Cape,Male,African/Black,39,2,2,Yes,3500,0,Urban,Non-metro,3
Western Cape,Female,Coloured,37,5,3,Yes,6300,960,Urban,Non-metro,3
Western Cape,Female,African/Black,21,1,1,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,White,59,2,1,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,White,81,2,2,Yes,0,4000,Urban,Non-metro,3
Western Cape,Male,White,67,1,1,Yes,0,1990,Urban,Non-metro,3
Western Cape,Male,White,33,4,2,Yes,2008,0,Urban,Non-metro,3
Western Cape,Male,White,74,3,3,Yes,67629,1990,Urban,Non-metro,3
Western Cape,Male,White,64,4,4,Yes,0,3980,Urban,Non-metro,3
Western Cape,Male,White,79,2,2,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,White,43,4,2,No,0,0,Farms,Non-metro,2
Western Cape,Male,White,56,2,2,No,0,0,Farms,Non-metro,2
Western Cape,Female,White,40,3,3,No,0,0,Farms,Non-metro,2
Western Cape,Male,Coloured,48,8,3,Yes,0,2970,Farms,Non-metro,2
Western Cape,Male,Coloured,59,5,0,No,0,2950,Farms,Non-metro,2
Western Cape,Female,Coloured,51,1,1,No,1100,0,Farms,Non-metro,2
Western Cape,Male,Coloured,33,3,1,No,10400,0,Farms,Non-metro,2
Western Cape,Male,Coloured,49,5,3,Yes,30000,960,Urban,Non-metro,1
Western Cape,Male,Coloured,35,5,1,Yes,3000,1680,Urban,Non-metro,1
Western Cape,Male,Coloured,51,5,1,Yes,480,1990,Urban,Non-metro,1
Western Cape,Female,Coloured,80,5,0,Yes,0,3210,Urban,Non-metro,1
Western Cape,Male,Coloured,64,3,1,Yes,2400,3980,Urban,Non-metro,1
Western Cape,Female,Coloured,76,1,0,Yes,0,2010,Urban,Non-metro,1
Western Cape,Female,Coloured,45,3,3,Yes,0,830,Urban,Non-metro,2
Western Cape,Male,Coloured,27,4,2,Yes,0,1660,Urban,Non-metro,2
Western Cape,Female,Coloured,26,2,0,Yes,0,350,Urban,Non-metro,2
Western Cape,Male,Coloured,39,4,1,Yes,0,1200,Urban,Non-metro,2
Western Cape,Female,Coloured,57,2,1,Yes,4500,0,Urban,Non-metro,2
Western Cape,Male,Coloured,49,7,4,Yes,3000,1440,Urban,Non-metro,2
Western Cape,Female,African/Black,48,5,1,Yes,0,1180,Urban,Non-metro,2
Western Cape,Female,African/Black,50,1,1,Yes,3600,0,Urban,Non-metro,2
Western Cape,Male,African/Black,61,7,3,Yes,0,6730,Urban,Non-metro,2
Western Cape,Female,African/Black,53,2,2,Yes,5000,700,Urban,Non-metro,2
Western Cape,Male,African/Black,56,3,3,Yes,7500,480,Urban,Non-metro,2
Western Cape,Male,African/Black,42,2,2,Yes,4800,0,Urban,Non-metro,2
Western Cape,Male,African/Black,59,6,4,Yes,13629,960,Urban,Non-metro,2
Western Cape,Female,African/Black,75,2,1,Yes,0,2010,Urban,Non-metro,2
Western Cape,Male,African/Black,40,3,2,Yes,6000,480,Urban,Non-metro,2
Western Cape,Male,African/Black,37,5,4,Yes,7000,960,Urban,Non-metro,2
Western Cape,Female,African/Black,72,8,5,Yes,6000,3910,Urban,Non-metro,2
Western Cape,Male,African/Black,24,1,0,Yes,0,0,Urban,Non-metro,2
Western Cape,Female,Coloured,50,1,1,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,Coloured,36,2,2,Yes,18500,0,Urban,Non-metro,3
Western Cape,Female,Coloured,83,4,2,Yes,5600,4020,Urban,Non-metro,3
Western Cape,Male,Coloured,50,6,4,No,9000,1660,Urban,Non-metro,3
Western Cape,Male,Coloured,54,7,6,No,6500,830,Urban,Non-metro,3
Western Cape,Male,Coloured,31,10,5,Yes,18000,1310,Urban,Non-metro,3
Western Cape,Female,Coloured,54,1,1,Yes,5200,0,Urban,Non-metro,3
Western Cape,Female,Coloured,24,3,2,Yes,8500,480,Urban,Non-metro,2
Western Cape,Male,Coloured,29,1,1,Yes,2997,0,Urban,Non-metro,2
Western Cape,Male,African/Black,41,2,2,Yes,29500,0,Urban,Non-metro,2
Western Cape,Female,Coloured,64,8,5,Yes,15700,3430,Urban,Non-metro,2
Western Cape,Female,Coloured,56,6,3,Yes,2997,480,Urban,Non-metro,2
Western Cape,Male,Coloured,59,1,1,Yes,2400,0,Urban,Non-metro,2
Western Cape,Male,Coloured,78,6,5,Yes,9300,4020,Urban,Non-metro,3
Western Cape,Female,Coloured,45,7,0,Yes,3800,3910,Urban,Non-metro,3
Western Cape,Male,Coloured,43,4,3,Yes,42000,1990,Urban,Non-metro,3
Western Cape,Female,African/Black,59,4,2,Yes,3500,1990,Urban,Non-metro,3
Western Cape,Female,Coloured,66,8,2,Yes,4000,3430,Urban,Non-metro,3
Western Cape,Female,White,56,2,2,Yes,48000,0,Urban,Non-metro,1
Western Cape,Male,White,45,4,2,Yes,16000,0,Urban,Non-metro,1
Western Cape,Female,Coloured,44,5,3,Yes,5500,0,Urban,Non-metro,1
Western Cape,Female,White,72,1,1,No,0,0,Urban,Non-metro,2
Western Cape,Male,White,34,4,2,Yes,25000,0,Urban,Non-metro,2
Western Cape,Male,White,59,2,2,No,32000,0,Urban,Non-metro,2
Western Cape,Male,White,53,3,3,Yes,71000,0,Urban,Non-metro,2
Western Cape,Female,White,54,3,3,Yes,25500,0,Urban,Non-metro,2
Western Cape,Female,White,92,1,1,Yes,0,0,Urban,Non-metro,2
Western Cape,Male,White,88,2,0,Yes,0,4020,Urban,Non-metro,1
Western Cape,Male,White,87,2,1,Yes,0,4020,Urban,Non-metro,1
Western Cape,Female,White,66,1,1,Yes,0,0,Urban,Non-metro,1
Western Cape,Female,White,74,1,1,Yes,0,1990,Urban,Non-metro,1
Western Cape,Female,White,63,1,1,Yes,0,1990,Urban,Non-metro,1
Western Cape,Male,White,86,2,1,Yes,0,0,Urban,Non-metro,1
Western Cape,Female,White,88,1,1,Yes,0,2010,Urban,Non-metro,1
Western Cape,Female,Coloured,62,8,1,Yes,500,6120,Urban,Non-metro,2
Western Cape,Male,Coloured,39,5,0,Yes,0,4940,Urban,Non-metro,2
Western Cape,Female,Coloured,68,4,1,Yes,2400,1990,Urban,Non-metro,2
Western Cape,Male,Coloured,65,2,0,Yes,0,3980,Urban,Non-metro,2
Western Cape,Female,Coloured,49,2,2,Yes,400,0,Urban,Non-metro,2
Western Cape,Male,Coloured,59,1,0,Yes,3000,0,Urban,Non-metro,2
Western Cape,Male,Coloured,53,5,2,Yes,16000,0,Urban,Non-metro,2
Western Cape,Female,Coloured,33,2,1,Yes,0,2470,Urban,Non-metro,2
Western Cape,Female,Coloured,34,4,2,No,2000,960,Urban,Non-metro,1
Western Cape,Male,Coloured,54,4,2,Yes,4000,1050,Urban,Non-metro,1
Western Cape,Male,Coloured,30,4,1,Yes,0,0,Urban,Non-metro,1
Western Cape,Male,Coloured,70,3,1,Yes,0,4460,Urban,Non-metro,1
Western Cape,Male,Coloured,50,1,0,Yes,0,1990,Farms,Non-metro,3
Western Cape,Female,African/Black,33,1,1,Yes,,0,Farms,Non-metro,3
Western Cape,Female,Coloured,36,2,2,Yes,0,1990,Urban,Non-metro,2
Western Cape,Male,Coloured,64,5,3,Yes,500,4460,Urban,Non-metro,2
Western Cape,Male,Coloured,27,1,0,No,520,350,Urban,Non-metro,2
Western Cape,Female,Coloured,64,1,1,Yes,0,1990,Urban,Non-metro,2
Western Cape,Female,Coloured,60,5,0,Yes,8600,2470,Urban,Non-metro,2
Western Cape,Male,White,80,1,1,Yes,0,2010,Urban,Non-metro,2
Western Cape,Male,White,74,2,2,Yes,0,0,Urban,Non-metro,2
Western Cape,Male,White,83,1,1,Yes,0,2010,Urban,Non-metro,2
Western Cape,Male,White,79,1,1,Yes,0,0,Urban,Non-metro,2
Western Cape,Male,White,75,2,2,No,0,0,Urban,Non-metro,2
Western Cape,Male,White,55,2,2,No,30000,0,Urban,Non-metro,2
Western Cape,Male,White,71,3,3,No,26000,0,Urban,Non-metro,2
Western Cape,Male,White,55,3,3,Yes,69000,0,Urban,Non-metro,2
Western Cape,Male,White,49,3,3,Yes,0,0,Urban,Non-metro,2
Western Cape,Male,White,34,5,4,Yes,38000,0,Urban,Non-metro,2
Western Cape,Female,White,82,1,1,Yes,0,2010,Urban,Non-metro,2
Western Cape,Male,White,63,2,1,Yes,0,0,Urban,Non-metro,1
Western Cape,Female,White,56,2,2,Yes,0,4000,Urban,Non-metro,1
Western Cape,Male,Coloured,61,2,2,Yes,0,3980,Urban,Non-metro,1
Western Cape,Female,Coloured,38,8,4,Yes,0,2750,Urban,Non-metro,1
Western Cape,Male,Coloured,55,2,2,Yes,31058,0,Urban,Non-metro,1
Western Cape,Female,Coloured,46,4,4,Yes,13500,830,Urban,Non-metro,1
Western Cape,Female,Coloured,57,2,1,Yes,0,3980,Urban,Non-metro,1
Western Cape,Male,Coloured,44,2,2,Yes,6000,0,Urban,Non-metro,1
Western Cape,Male,Coloured,31,1,1,Yes,2000,0,Urban,Non-metro,1
Western Cape,Female,Coloured,44,4,4,Yes,4000,830,Urban,Non-metro,1
Western Cape,Female,Coloured,63,1,1,Yes,0,0,Urban,Non-metro,1
Western Cape,Female,African/Black,40,5,0,No,18713,0,Farms,Non-metro,4
Western Cape,Female,Coloured,37,2,0,Yes,2000,830,Farms,Non-metro,4
Western Cape,Female,White,31,4,2,Yes,0,0,Farms,Non-metro,4
Western Cape,Male,White,46,2,2,Yes,,0,Farms,Non-metro,4
Western Cape,Female,Coloured,39,3,3,Yes,11000,0,Farms,Non-metro,4
Western Cape,Male,Coloured,31,2,2,No,,0,Farms,Non-metro,4
Western Cape,Female,White,77,3,2,No,0,4000,Farms,Non-metro,4
Western Cape,Male,African/Black,49,6,3,Yes,7200,1440,Urban,Non-metro,1
Western Cape,Male,African/Black,44,3,2,Yes,8000,480,Urban,Non-metro,1
Western Cape,Male,African/Black,26,1,1,Yes,0,0,Urban,Non-metro,1
Western Cape,Female,African/Black,41,7,2,Yes,0,2950,Urban,Non-metro,1
Western Cape,Male,African/Black,36,4,2,Yes,11300,960,Urban,Non-metro,1
Western Cape,Male,African/Black,28,1,1,Yes,5500,0,Urban,Non-metro,1
Western Cape,Male,African/Black,28,1,0,Yes,4000,0,Urban,Non-metro,1
Western Cape,Male,African/Black,21,1,1,Yes,3600,0,Urban,Non-metro,3
Western Cape,Female,African/Black,47,6,4,Yes,12200,960,Urban,Non-metro,3
Western Cape,Male,African/Black,46,4,4,Yes,8000,0,Urban,Non-metro,3
Western Cape,Male,African/Black,38,4,4,Yes,6500,960,Urban,Non-metro,3
Western Cape,Male,African/Black,41,3,3,Yes,122304,0,Urban,Non-metro,3
Western Cape,Male,African/Black,39,2,2,Yes,7500,0,Farms,Non-metro,2
Western Cape,Male,White,38,4,3,No,36995,0,Farms,Non-metro,2
Western Cape,Female,Coloured,34,2,1,Yes,0,480,Urban,Non-metro,1
Western Cape,Male,Coloured,85,5,2,Yes,0,4500,Urban,Non-metro,1
Western Cape,Male,Coloured,65,8,4,Yes,5000,7410,Urban,Non-metro,1
Western Cape,Male,African/Black,64,5,4,Yes,0,4940,Urban,Non-metro,1
Western Cape,Male,Coloured,30,3,2,Yes,11500,0,Urban,Non-metro,1
Western Cape,Male,Coloured,69,8,5,Yes,33200,2950,Urban,Non-metro,1
Western Cape,Male,Coloured,37,2,0,Yes,13352,0,Urban,Non-metro,1
Western Cape,Female,African/Black,25,3,2,Yes,22463,480,Urban,Non-metro,1
Western Cape,Female,Coloured,50,3,2,Yes,7000,0,Urban,Non-metro,1
Western Cape,Male,African/Black,52,3,2,Yes,8000,1990,Urban,Non-metro,1
Western Cape,Female,African/Black,49,6,5,Yes,4000,1440,Urban,Non-metro,1
Western Cape,Female,African/Black,49,2,2,Yes,8500,0,Urban,Non-metro,1
Western Cape,Female,White,84,8,7,Yes,46000,0,Urban,Non-metro,2
Western Cape,Male,White,78,2,2,Yes,0,0,Urban,Non-metro,2
Western Cape,Male,White,53,3,3,Yes,44287,0,Urban,Non-metro,2
Western Cape,Male,White,41,4,2,Yes,98902,0,Urban,Non-metro,2
Western Cape,Male,Coloured,47,4,2,No,6400,2010,Farms,Non-metro,1
Western Cape,Female,White,53,1,1,No,,0,Farms,Non-metro,1
Western Cape,Male,Coloured,50,4,2,Yes,5200,2470,Urban,Non-metro,4
Western Cape,Female,Coloured,28,5,1,Yes,0,2140,Urban,Non-metro,4
Western Cape,Male,Coloured,50,5,4,Yes,2800,1070,Urban,Non-metro,4
Western Cape,Male,Coloured,34,2,2,Yes,2400,350,Urban,Non-metro,4
Western Cape,Male,Coloured,38,5,2,Yes,8000,1440,Urban,Non-metro,4
Western Cape,Male,Coloured,32,5,3,Yes,6000,960,Urban,Non-metro,4
Western Cape,Male,White,40,4,4,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,White,53,2,2,Yes,60000,0,Urban,Non-metro,3
Western Cape,Male,Coloured,72,15,1,Yes,0,11890,Urban,Non-metro,3
Western Cape,Male,White,37,5,2,Yes,16000,0,Urban,Non-metro,3
Western Cape,Female,White,78,6,4,Yes,26000,2970,Urban,Non-metro,3
Western Cape,Male,African/Black,48,5,5,Yes,11000,0,Urban,Non-metro,3
Western Cape,Male,White,27,2,2,Yes,2800,0,Urban,Non-metro,3
Western Cape,Male,White,67,2,1,Yes,0,0,Urban,Non-metro,3
Western Cape,Male,Coloured,52,2,2,Yes,8000,350,Urban,Non-metro,3
Western Cape,Male,Coloured,61,1,1,Yes,0,1990,Urban,Non-metro,3
Western Cape,Male,White,28,2,2,No,,0,Urban,Non-metro,3
Western Cape,Female,Coloured,55,3,3,Yes,21583,480,Urban,Metro,3
Western Cape,Female,Coloured,62,1,1,Yes,3929,0,Urban,Metro,3
Western Cape,Female,Coloured,49,4,0,Yes,0,1550,Urban,Metro,3
Western Cape,Female,Coloured,24,3,0,Yes,0,350,Urban,Metro,3
Western Cape,Male,Coloured,61,2,2,Yes,0,3980,Urban,Metro,3
Western Cape,Male,Coloured,49,4,4,Yes,0,0,Urban,Metro,3
Western Cape,Female,Coloured,89,1,0,No,0,2010,Urban,Metro,3
Western Cape,Male,Coloured,69,1,1,No,0,1990,Urban,Metro,3
Western Cape,Male,African/Black,43,5,2,Yes,60000,0,Urban,Metro,2
Western Cape,Male,Coloured,48,4,4,No,75000,0,Urban,Metro,2
Western Cape,Male,Coloured,33,3,2,Yes,23000,0,Urban,Metro,2
Western Cape,Male,Coloured,33,3,2,Yes,15000,0,Urban,Metro,2
Western Cape,Male,African/Black,34,1,1,Yes,20000,0,Urban,Metro,2
Western Cape,Female,Coloured,42,3,3,Yes,13400,1990,Urban,Metro,2
